Date,Unemployment rate,Unemployment rate forecasts,Male unemployment rate,Female unemployment rate,Initial jobless claims,CPI YoY,M1B YoY,M2 YoY,US CPI YoY,US M1 YoY,US M2 YoY,UST 10y,USDTWD,TWSE,Composite leading index,UMich consumer sentiment index
2011/7/31,4.36,4.4,4.68,4.06,4988,1.32,7.357436967,6.292573882,3.6,15.77726218,8.096254699,2.8,28.88,8644.18,89.58,63.7
2011/8/31,4.33,4.4,4.68,4.15,8519,1.34,6.800960419,5.762899565,3.8,20.96986333,9.67228432,2.22,29.01,7741.36,88.92,55.8
2011/9/30,4.25,4.4,4.59,3.89,5162,1.38,5.516696419,5.732164575,3.9,20.03170649,9.519430811,1.92,30.49,7225.38,88.29,59.5
2011/10/31,4.26,4.3,4.63,3.88,5281,1.24,4.657041332,5.281793068,3.5,19.55178612,9.288636935,2.11,29.92,7587.69,87.89,60.8
2011/11/30,4.26,4.31,4.58,3.89,6122,1.03,3.887413004,5.182101306,3.4,19.33931306,9.607753706,2.07,30.33,6904.12,87.88,63.7
2011/12/31,4.22,4.33,4.47,3.81,5820,2.03,3.2564013,4.837727745,3,17.91256057,9.751414483,1.88,30.27,7072.08,88.35,69.9
2012/1/31,4.18,4.21,4.43,3.87,7146,2.36,2.775229774,5.133088468,2.9,19.25472567,10.31610205,1.8,29.59,7517.08,89.19,75
2012/2/29,4.2,4.2,4.54,3.89,6422,0.24,3.282843339,4.944323867,2.9,18.02042672,10.11376295,1.97,29.39,8121.44,89.98,75.3
2012/3/31,4.2,4.18,4.49,3.77,6691,1.26,3.601102123,5.12850489,2.7,17.46902188,9.91893554,2.21,29.52,7933,90.52,76.2
2012/4/30,4.21,4.13,4.4,3.72,5521,1.44,3.376236067,4.377387615,2.3,17.93885082,9.769125698,1.91,29.17,7501.72,90.81,76.4
2012/5/31,4.25,4.2,4.4,3.76,5560,1.75,3.82085569,4.644190705,1.7,16.20313144,9.397829321,1.56,29.84,7301.5,90.92,79.3
2012/6/30,4.26,4.3,4.48,3.87,4544,1.77,3.401859969,4.196674892,1.7,15.88570846,9.270025134,1.64,29.89,7296.28,90.93,73.2
2012/7/31,4.25,4.3,4.52,4.03,5604,2.47,2.971143372,3.433512782,1.4,15.98196393,7.891290814,1.47,29.99,7270.49,90.9,72.3
2012/8/31,4.28,4.28,4.56,4.2,9148,3.43,3.146418176,4.313284747,1.7,11.28391794,6.454836131,1.55,29.95,7397.06,90.92,74.3
2012/9/30,4.26,4.29,4.53,4.04,5705,2.95,3.984342352,3.70557219,2,12.5754717,7.05792219,1.63,29.31,7715.16,91.04,78.3
2012/10/31,4.27,4.3,4.55,4.06,6858,2.33,3.860731048,3.244214051,2.2,13.69978858,7.374949017,1.69,29.21,7166.05,91.33,82.6
2012/11/30,4.24,4.3,4.53,3.93,7560,1.59,4.116911515,3.495885012,1.8,11.87901008,7.542184217,1.62,29.05,7580.17,91.84,82.7
2012/12/31,4.22,4.25,4.41,3.88,6699,1.62,4.97170973,3.458913987,1.7,13.62146188,8.277347025,1.76,29.08,7699.5,92.55,72.9
2013/1/31,4.21,4.2,4.44,3.81,8252,1.11,4.460438756,2.904066997,1.6,12.48523935,7.701396238,1.98,29.53,7850.02,93.36,73.8
2013/2/28,4.19,4.2,4.54,3.85,6588,2.96,5.829682076,3.738551355,2,11.861719,7.312711405,1.88,29.66,7897.98,94.2,77.6
2013/3/31,4.21,4.18,4.44,3.81,6724,1.35,6.359485421,3.85741953,1.5,11.1545022,7.402396598,1.85,29.83,7918.61,94.98,78.6
2013/4/30,4.19,4.19,4.39,3.66,6423,1.05,6.493280201,4.075365231,1.1,11.96084566,7.098921555,1.67,29.54,8093.66,95.61,76.4
2013/5/31,4.19,4.2,4.42,3.6,5536,0.73,7.53026862,4.584186724,1.4,11.84735396,6.975947786,2.13,29.92,8254.8,96.05,84.5
2013/6/30,4.18,4.19,4.46,3.73,4806,0.6,8.555575372,5.266374745,1.8,10.79857601,6.794475613,2.49,30,8062.21,96.33,84.1
2013/7/31,4.18,4.18,4.51,3.91,6107,0.06,8.735069391,5.818100957,2,9.818574514,6.631648063,2.58,30.04,8107.94,96.54,85.1
2013/8/31,4.18,4.2,4.58,4,8712,-0.78,8.357674427,5.392596449,1.5,8.376874389,6.474464743,2.78,29.93,8021.89,96.74,82.1
2013/9/30,4.17,4.2,4.47,3.94,5768,0.85,7.859050571,5.697028838,1.2,8.334031677,6.238726374,2.61,29.63,8173.87,97.06,77.5
2013/10/31,4.17,4.2,4.49,3.93,5557,0.65,8.76933797,6.290961103,1,8.72278005,6.762245186,2.55,29.42,8450.06,97.57,73.2
2013/11/30,4.12,4.2,4.46,3.77,5406,0.67,8.651730659,5.991134949,1.2,8.094379813,6.114572048,2.74,29.63,8406.83,98.26,75.1
2013/12/31,4.11,4.15,4.43,3.63,5610,0.33,8.474309854,5.791492233,1.5,8.676392896,5.500157748,3.03,29.85,8611.51,99.06,82.5
2014/1/31,4.09,4.1,4.41,3.52,6972,0.82,9.901408337,6.05210169,1.6,8.927201518,5.703574393,2.64,30.33,8462.57,99.92,81.2
2014/2/28,4.05,4.1,4.54,3.52,5293,-0.04,8.333845294,5.822271446,1.1,10.33253676,6.451582185,2.65,30.33,8639.58,100.6,81.6
2014/3/31,4.07,4.07,4.36,3.6,5586,1.61,8.350091818,5.932127703,1.5,11.04874207,6.154399856,2.72,30.49,8849.28,101.06,80
2014/4/30,4.02,4.07,4.29,3.43,5770,1.65,8.992315533,6.178414595,2,10.60321769,6.342159206,2.65,30.22,8791.44,101.3,84.1
2014/5/31,3.98,4,4.21,3.4,4592,1.62,7.489103659,5.971224596,2.1,10.44184664,6.590716505,2.48,30.02,9075.91,101.34,81.9
2014/6/30,3.96,4,4.23,3.53,4179,1.63,6.900742027,5.378151431,2.1,11.93177311,6.519520166,2.53,29.89,9393.07,101.19,82.5
2014/7/31,3.95,3.96,4.28,3.68,5054,1.75,7.315633854,5.594842799,2,11.76493726,6.638117629,2.56,30.01,9315.85,100.97,81.8
2014/8/31,3.94,3.93,4.37,3.73,7992,2.08,7.377513762,5.746669984,1.7,9.802845608,6.331310432,2.34,29.93,9436.27,100.67,82.5
2014/9/30,3.89,3.92,4.29,3.56,4957,0.71,7.059605542,5.030137881,1.7,10.85670083,6.11412542,2.49,30.43,8966.92,100.34,84.6
2014/10/31,3.88,3.9,4.17,3.66,5298,1.06,6.515602094,4.865255902,1.7,9.337944664,5.513793607,2.34,30.45,8974.76,100.05,86.9
2014/11/30,3.86,3.87,4.11,3.62,4687,0.85,6.946359588,5.666325533,1.3,9.618008186,5.789584036,2.16,30.98,9187.15,99.9,88.8
2014/12/31,3.82,3.87,4,3.52,6463,0.61,6.230788006,6.131888287,0.8,10.21239997,5.889442682,2.17,31.67,9307.26,99.9,93.6
2015/1/31,3.76,3.8,3.94,3.42,8097,-0.93,4.138285555,5.701758384,-0.1,8.96656535,5.999566818,1.64,31.53,9361.91,99.91,98.1
2015/2/28,3.69,3.8,3.95,3.36,5963,-0.2,6.851394013,6.896198036,0,10.31204112,6.263641894,1.99,31.41,9622.1,99.86,95.4
2015/3/31,3.75,3.72,3.98,3.38,5385,-0.62,5.701974094,6.447398453,-0.1,9.011236772,6.055442046,1.92,31.34,9586.44,99.71,93
2015/4/30,3.73,3.75,3.94,3.24,5368,-0.82,5.960504169,6.699011531,-0.2,8.171810143,5.962141468,2.03,30.64,9820.05,99.54,95.9
2015/5/31,3.74,3.75,3.96,3.2,4900,-0.73,6.469656292,6.924938606,0,6.917832795,5.625828107,2.12,30.78,9701.07,99.37,90.7
2015/6/30,3.74,3.75,4.06,3.27,5218,-0.56,6.071045479,6.328294413,0.1,6.953008718,5.510378113,2.35,30.96,9323.02,99.21,96.1
2015/7/31,3.75,3.77,4.09,3.47,5460,-0.63,5.288966297,5.863797691,0.2,6.975434645,5.436617993,2.18,31.61,8665.34,99.01,93.1
2015/8/31,3.76,3.77,4.14,3.6,9208,-0.45,6.28866576,6.08441935,0.2,8.053116299,5.611358856,2.22,32.66,8174.92,98.82,91.9
2015/9/30,3.82,3.75,4.13,3.59,5775,0.29,6.871678492,6.778841444,0,6.308003628,5.747926051,2.04,32.99,8181.24,98.65,87.2
2015/10/31,3.83,3.8,4.12,3.61,6446,0.3,7.156291719,6.746090168,0.2,5.054051236,5.446135224,2.14,32.61,8554.31,98.55,90
2015/11/30,3.88,3.8,4.14,3.62,5692,0.54,6.56612645,5.978523828,0.5,6.644541243,5.85792086,2.21,32.69,8320.61,98.5,91.3
2015/12/31,3.91,3.85,4.12,3.56,6713,0.13,6.865793818,5.801958467,0.7,5.181013131,5.664575649,2.27,32.93,8338.06,98.55,92.6
2016/1/31,3.93,3.9,4.11,3.58,7369,0.8,7.080807881,5.803657011,1.4,5.282851992,6.166564501,1.92,33.41,8145.21,98.7,92
2016/2/29,3.95,3.93,4.2,3.64,6030,2.41,5.577354308,4.72858762,1,4.096642151,5.705025676,1.73,33.35,8411.16,98.97,91.7
2016/3/31,3.94,3.94,4.17,3.54,7239,2.01,6.1421024,4.70296491,0.9,5.203989725,6.140424673,1.77,32.23,8744.83,99.32,91
2016/4/30,3.96,3.93,4.14,3.5,5669,1.88,6.215029343,4.581523391,1.1,6.726951183,6.467486524,1.83,32.27,8377.9,99.75,89
2016/5/31,3.95,3.95,4.12,3.48,5831,1.23,5.723347893,3.880388846,1,8.658299215,6.759548081,1.85,32.62,8535.59,100.29,94.7
2016/6/30,3.95,3.98,4.21,3.56,5270,0.9,5.90719176,4.654087404,1,7.518223989,6.896522993,1.47,32.28,8666.58,100.92,93.5
2016/7/31,3.93,3.97,4.27,3.69,5603,1.24,6.324774083,4.707616766,0.8,6.767337808,6.940330089,1.45,31.92,8984.41,101.63,90
2016/8/31,3.93,3.99,4.31,3.78,7648,0.57,6.487314057,4.244337565,1.1,9.596960687,7.196390649,1.58,31.72,9068.85,102.36,89.8
2016/9/30,3.92,3.96,4.27,3.64,6498,0.33,5.914382875,3.982100859,1.5,9.19921234,7.177159397,1.59,31.36,9166.85,103.07,91.2
2016/10/31,3.89,3.92,4.25,3.56,5912,1.7,6.529051173,3.829370334,1.6,10.29679383,7.41724678,1.83,31.57,9290.12,103.69,87.2
2016/11/30,3.86,3.9,4.16,3.5,6271,1.97,5.96130014,3.769782093,1.7,8.72341805,7.235074809,2.38,31.88,9240.71,104.16,93.8
2016/12/31,3.84,3.83,4.08,3.43,6777,1.69,5.787699622,3.554902161,2.1,7.922580645,7.018822691,2.44,32.25,9253.5,104.57,98.2
2017/1/31,3.85,3.8,4.05,3.44,7944,2.24,6.122278096,3.539434761,2.5,9.508885299,6.523709091,2.45,31.36,9447.95,104.93,98.5
2017/2/28,3.84,3.82,4.15,3.48,6946,-0.06,4.678003556,3.451908434,2.7,8.708439898,6.387824827,2.39,30.65,9750.47,105.21,96.3
2017/3/31,3.83,3.8,4.06,3.44,8534,0.18,4.404386658,3.594938586,2.4,9.487268922,6.421647499,2.39,30.33,9811.52,105.43,96.9
2017/4/30,3.76,3.83,3.97,3.31,5662,0.09,3.688838414,3.49116387,2.2,7.947475379,6.176970804,2.28,30.21,9872,105.6,97
2017/5/31,3.76,3.8,3.94,3.32,5940,0.6,4.506844246,3.814391876,1.9,8.64167027,6.046435118,2.2,30.09,10040.72,105.81,97.1
2017/6/30,3.75,3.79,3.99,3.41,6136,1,4.871428758,3.570124903,1.6,8.672070018,5.688496734,2.3,30.43,10395.07,106.04,95.1
2017/7/31,3.75,3.8,4.07,3.55,6113,0.77,4.825873499,3.26395766,1.7,9.34582319,5.672074924,2.29,30.21,10427.33,106.29,93.4
2017/8/31,3.74,3.8,4.1,3.63,7421,0.96,4.706102648,3.744963673,1.9,8.066314996,5.402842871,2.12,30.19,10585.78,106.55,96.8
2017/9/30,3.71,3.8,3.97,3.51,6482,0.49,4.546205665,3.578383869,2.2,7.273164428,5.250276209,2.33,30.32,10383.94,106.83,95.1
2017/10/31,3.71,3.7,3.97,3.47,5519,-0.33,4.422003883,3.790061327,2,8.12659367,5.111255296,2.38,30.17,10793.8,107.18,100.7
2017/11/30,3.71,3.7,3.92,3.45,6070,0.34,4.529371471,4.011202038,2.2,8.118906348,4.75579577,2.41,30,10560.44,107.55,98.5
2017/12/31,3.71,3.69,3.87,3.39,5983,1.22,3.484721786,3.555253917,2.1,8.165949307,4.87762423,2.41,29.8,10642.86,107.87,95.9
2018/1/31,3.7,3.7,3.84,3.37,8606,0.89,3.232671273,3.212086038,2.1,7.712507007,4.413779605,2.71,29.14,11103.79,108.13,95.7
2018/2/28,3.71,3.7,3.89,3.46,6023,2.2,5.553227304,3.640931872,2.2,6.281613928,4.143336228,2.86,29.22,10815.47,108.41,99.7
2018/3/31,3.7,3.7,3.87,3.39,6708,1.59,5.296114708,3.454814275,2.4,6.200585015,4.046354706,2.74,29.12,10919.49,108.74,101.4
2018/4/30,3.72,3.69,3.85,3.37,6202,2.01,5.928041149,3.466936345,2.5,6.003996872,3.736772242,2.95,29.6,10657.88,109.13,98.8
2018/5/31,3.71,3.7,3.84,3.37,6507,1.75,5.789094013,4.012797345,2.8,3.889015238,3.76049815,2.86,29.96,10874.96,109.45,98
2018/6/30,3.71,3.7,3.89,3.46,6339,1.4,5.424169766,3.758239249,2.9,3.635538667,4.014986135,2.86,30.49,10836.91,109.56,98.2
2018/7/31,3.71,3.7,3.98,3.59,6594,1.75,6.003913477,3.747241404,2.9,3.697232711,3.8219507,2.96,30.61,11057.51,109.5,97.9
2018/8/31,3.71,3.7,4.01,3.69,7376,1.54,4.894956213,3.169727774,2.7,2.937156565,3.712235898,2.86,30.72,11063.94,109.28,96.2
2018/9/30,3.71,3.7,3.9,3.58,7200,1.72,5.447060819,3.329321717,2.3,3.664584092,3.60842403,3.06,30.54,11006.34,108.99,100.1
2018/10/31,3.71,3.7,3.9,3.56,7442,1.16,5.015383059,3.033920401,2.5,3.343136167,3.285379191,3.14,30.97,9802.13,108.75,98.6
2018/11/30,3.7,3.7,3.85,3.51,6700,0.29,5.435303355,3.223464512,2.2,2.060007722,3.165964971,2.99,30.84,9888.03,108.71,97.5
2018/12/31,3.71,3.7,3.81,3.47,5981,-0.06,5.821267404,2.653676038,1.9,4.261081021,3.642687564,2.68,30.71,9727.41,109,98.3
2019/1/31,3.72,3.7,3.79,3.45,8998,0.18,7.073538546,3.376867918,1.6,2.583066261,4.039741307,2.63,30.74,9932.26,109.66,91.2
2019/2/28,3.72,3.72,3.89,3.51,6268,0.21,5.967714304,2.986194037,1.5,3.821250692,4.007964176,2.72,30.77,10389.17,110.61,93.8
2019/3/31,3.72,3.7,3.86,3.45,8466,0.56,7.554080743,3.340045343,1.9,1.906190346,3.863223146,2.41,30.82,10641.04,111.57,98.4
2019/4/30,3.73,3.7,3.86,3.43,7243,0.66,7.6116253,3.614093682,2,3.385245902,3.947443669,2.5,30.9,10967.73,112.35,97.2
2019/5/31,3.74,3.7,3.85,3.44,6934,0.93,7.101834725,3.134398989,1.8,3.661339755,4.24283843,2.12,31.6,10498.49,112.91,100
2019/6/30,3.72,3.8,3.87,3.55,5732,0.85,7.871179594,3.360001795,1.6,4.758516897,4.637822967,2.01,31.06,10730.83,113.3,98.2
2019/7/31,3.71,3.72,3.9,3.71,8676,0.39,7.325088242,3.255907705,1.8,4.905157889,4.9606767,2.01,31.09,10823.81,113.62,98.4
2019/8/31,3.73,3.7,3.94,3.81,7716,0.43,7.570471985,3.511143201,1.7,4.468350314,5.170894065,1.5,31.4,10618.05,113.91,89.8
2019/9/30,3.76,3.7,3.84,3.75,7632,0.42,7.666510518,3.556260013,1.7,5.389043539,5.594917293,1.66,31.03,10829.68,114.18,93.2
2019/10/31,3.73,3.7,3.84,3.68,7646,0.37,7.213210269,4.226649778,1.8,5.589411796,6.456670768,1.69,30.45,11358.71,114.32,95.5
2019/11/30,3.74,3.7,3.81,3.64,6783,0.58,7.874438775,4.225351985,2.1,6.717284985,7.06198022,1.78,30.51,11489.57,114.26,96.8
2019/12/31,3.72,3.71,3.72,3.6,8265,1.15,7.589975517,4.524860381,2.3,6.57831964,6.670055073,1.92,30.04,11997.14,113.91,99.3
2020/1/31,3.72,3.71,3.69,3.58,8244,1.86,7.232389758,4.597978121,2.5,6.2376502,6.694386694,1.51,30.22,11495.1,113.31,99.8
2020/2/29,3.72,3.74,3.78,3.6,6365,-0.2,7.432010897,4.475101527,2.3,6.11124437,6.775444198,1.15,30.29,11292.17,112.66,101
2020/3/31,3.77,3.8,3.83,3.58,9135,-0.02,7.40143798,4.475001686,1.5,14.02499398,10.12274378,0.67,30.24,9708.06,112.35,89.1
2020/4/30,4.09,3.8,4.12,3.91,11254,-0.97,7.483701099,4.178881204,0.3,26.70789397,16.89429888,0.64,29.77,10992.14,112.92,71.8
2020/5/31,4.14,4.2,4.14,3.98,14123,-1.21,9.464950227,4.962596921,0.1,328.8105169,21.90709681,0.65,30.02,10942.16,114.44,72.3
2020/6/30,3.94,4.21,4,3.91,11317,-0.74,9.684390366,5.317046369,0.6,332.5488455,22.8626412,0.66,29.57,11621.24,116.59,78.1
2020/7/31,3.89,3.9,4.02,3.98,9771,-0.51,10.73750431,6.268789986,1,334.3496619,23.21806396,0.53,29.4,12664.8,118.96,72.5
2020/8/31,3.83,3.9,4,3.97,8051,-0.33,11.33643506,6.720412645,1.3,337.7999118,23.00698644,0.7,29.43,12591.45,121.31,74.1
2020/9/30,3.8,3.8,3.89,3.75,9460,-0.58,11.79427497,7.040748752,1.4,340.0205155,23.78182448,0.68,29.04,12515.61,123.48,80.4
2020/10/31,3.77,3.8,3.86,3.73,7496,-0.26,13.43642578,7.015742536,1.2,341.3109252,23.69954031,0.87,28.77,12546.34,125.4,81.8
2020/11/30,3.77,3.73,3.87,3.6,7362,0.09,14.9699303,7.576574794,1.2,345.8564375,24.3212922,0.84,28.66,13722.89,126.93,76.9
2020/12/31,3.74,3.78,3.8,3.53,6931,0.04,16.89194347,9.361239727,1.4,343.3228887,24.75931256,0.91,28.3,14732.53,128.02,80.7
2021/1/31,3.74,3.74,3.76,3.54,7276,-0.19,17.54015452,8.108860879,1.4,354.8911677,25.72356456,1.07,28.21,15138.31,128.68,79
2021/2/28,3.73,3.74,3.81,3.57,6523,1.38,18.33098682,9.168408056,1.7,361.2121364,26.86161434,1.4,28.09,15953.8,129.02,76.8
2021/3/31,3.71,3.7,3.77,3.55,6970,1.22,17.7369075,8.700128967,2.6,337.3222248,24.16717255,1.74,28.53,16431.13,129.1,84.9
2021/4/30,3.69,3.7,3.73,3.53,6063,2.11,18.11061528,8.991428634,4.2,294.9129211,18.35317927,1.63,27.93,17566.66,129.06,88.3
2021/5/31,4.19,3.72,4.18,4.03,5366,2.45,17.4123697,9.218578428,5,18.614644,14.46017332,1.59,27.62,17068.43,129.08,82.9
2021/6/30,4.76,4.25,4.78,4.83,7684,1.83,17.09919816,8.913932012,5.4,16.9054995,13.09970935,1.47,27.86,17755.46,129.5,85.5
2021/7/31,4.39,4.7,4.4,4.69,10683,1.91,15.9707117,8.714787774,5.4,16.50484279,12.99825552,1.22,27.96,17247.41,130.48,81.2
2021/8/31,4.08,4.2,4.19,4.31,8837,2.34,15.1892118,8.593369829,5.3,16.91856504,13.63894037,1.31,27.76,17490.29,131.66,70.3
2021/9/30,3.93,4,3.95,3.97,8839,2.6,15.21620759,8.885036898,5.4,15.77751099,12.84847637,1.49,27.85,16934.77,132.79,72.8
2021/10/31,3.81,3.8,3.78,3.9,6458,2.55,14.81251097,8.511558622,6.2,15.42817966,12.74380509,1.55,27.81,16987.41,133.7,71.7
2021/11/30,3.69,3.8,3.74,3.56,6060,2.84,13.134242,8.176367612,6.8,14.99906298,12.48964342,1.44,27.8,17427.76,134.19,67.4
2021/12/31,3.7,3.7,3.7,3.56,5359,2.63,12.08749779,7.347024616,7,14.97175617,12.74615465,1.51,27.68,18218.84,134.33,70.6
2022/1/31,3.7,3.7,3.67,3.55,6150,2.83,11.87148582,8.525705195,7.5,13.30456452,11.3941642,1.78,27.83,17674.4,134.15,67.2
2022/2/28,3.67,3.68,3.75,3.53,4856,2.33,11.25272377,7.650919047,7.9,11.82288008,10.04974363,1.83,28.02,17652.18,133.7,62.8
2022/3/31,3.7,3.68,3.68,3.64,6757,3.27,10.39497712,8.218761781,8.5,10.89549916,9.361753603,2.34,28.63,17693.47,133.06,59.4
2022/4/30,3.68,3.85,3.62,3.63,5076,3.37,9.0613174,8.243570709,8.3,9.071991803,7.758534985,2.93,29.48,16592.18,132.15,65.2
2022/5/31,3.73,3.7,3.69,3.66,5056,3.39,8.279181476,7.488893228,8.6,7.115943533,6.035512226,2.84,29.05,16807.77,131.01,58.4
2022/6/30,3.73,3.78,3.78,3.7,5263,3.59,7.030860612,7.346680767,9.1,6.451712881,5.656145005,3.01,29.72,14825.73,129.81,50
2022/7/31,3.68,3.71,3.8,3.77,6114,3.35,7.373534601,6.897763937,8.5,5.394018818,5.033102327,2.65,29.94,15000.07,128.78,51.5
2022/8/31,3.67,3.7,3.78,3.8,6642,2.68,7.480257771,6.955323065,8.3,3.772150744,3.887146133,3.19,30.44,15095.44,128.06,58.2
2022/9/30,3.64,3.7,3.68,3.64,5966,2.76,5.604801586,6.892367005,8.2,2.081970019,2.665973421,3.83,31.77,13424.58,127.6,58.6
2022/10/31,3.64,3.6,3.62,3.67,5920,2.74,4.650591365,7.491333912,7.7,0.307460407,1.493661175,4.05,32.22,12949.75,127.54,59.9
2022/11/30,3.64,3.65,3.58,3.65,5952,2.35,4.69772108,7.51568811,7.1,-1.421707333,0.379527116,3.61,30.9,14879.55,127.95,56.8
2022/12/31,3.61,3.65,3.56,3.48,6408,2.71,3.331171039,6.744069982,6.5,-3.2943174,-0.893723057,3.87,30.72,14137.69,128.8,59.7
